	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Genes	SRR3383640	SRR3383821	SRR3383782	SRR6283145	SRR3383641	SRR3383783	SRR3383822	SRR6283144	zero-counter
10432	10734	11221	13726	AT3G21500	0.0	2.0	0.0	1.584962500721156	0.0	0.0	0.0	3.584962500721156	5
10459	10763	11252	13762	AT3G21850	1.0	0.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	5
10462	10766	11255	13766	AT3G21880	0.0	0.0	2.3219280948873617	0.0	0.0	1.0	1.0	0.0	5
10612	10924	11419	13996	AT3G23860	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	5
10630	10943	11439	14019	AT3G24068	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	5
10696	11011	11511	14122	AT3G25014	1.584962500721156	1.584962500721156	0.0	0.0	1.0	0.0	0.0	0.0	5
10783	11099	11605	14252	AT3G26190	0.0	0.0	0.0	2.584962500721156	1.0	0.0	0.0	3.169925001442312	5
10846	11163	11669	14323	AT3G26800	1.584962500721156	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5
10848	11165	11671	14325	AT3G26820	1.584962500721156	0.0	0.0	1.0	0.0	0.0	0.0	2.0	5
10873	11190	11698	14356	AT3G27070	0.0	1.0	1.584962500721156	0.0	0.0	1.584962500721156	0.0	0.0	5
10937	11256	11765	14437	AT3G27810	0.0	0.0	1.584962500721156	0.0	2.0	0.0	1.0	0.0	5
10951	11270	11779	14455	AT3G27950	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	1.0	5
10973	11294	11804	14492	AT3G28320	0.0	0.0	0.0	2.0	1.584962500721156	0.0	0.0	2.0	5
10990	11311	11822	14521	AT3G28600	0.0	1.584962500721156	0.0	0.0	0.0	0.0	2.0	1.0	5
11016	11338	11850	14557	AT3G28899	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	5
11042	11366	11879	14598	AT3G29190	0.0	0.0	0.0	1.584962500721156	0.0	0.0	1.0	1.584962500721156	5
11055	11379	11893	14616	AT3G29370	0.0	1.0	0.0	4.0	0.0	0.0	0.0	3.9068905956085187	5
11057	11381	11895	14618	AT3G29380	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5
11083	11412	11930	14735	AT3G32920	0.0	0.0	0.0	2.807354922057604	0.0	1.0	0.0	1.0	5
11092	11421	11939	14754	AT3G42148	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5
11130	11461	11981	14852	AT3G43850	0.0	0.0	0.0	7.906890595608518	0.0	0.0	1.0	8.744833837499545	5
11165	11497	12020	14919	AT3G44540	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5
11177	11509	12033	14936	AT3G44695	0.0	0.0	0.0	2.3219280948873617	0.0	1.0	0.0	1.584962500721156	5
11207	11540	12068	14991	AT3G45093	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	5
11270	11607	12137	15100	AT3G46140	0.0	0.0	2.584962500721156	0.0	1.0	1.0	0.0	0.0	5
11285	11624	12157	15134	AT3G46480	0.0	1.0	2.0	0.0	0.0	1.584962500721156	0.0	0.0	5
11289	11628	12161	15138	AT3G46520	1.0	0.0	1.0	0.0	3.169925001442312	0.0	0.0	0.0	5
11332	11672	12209	15197	AT3G47040	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	5
11341	11681	12218	15206	AT3G47130	0.0	1.584962500721156	1.0	0.0	1.0	0.0	0.0	0.0	5
11494	11839	12382	15392	AT3G48920	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	5
11512	11858	12401	15419	AT3G49155	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	5
11610	11957	12507	15554	AT3G50400	3.0	1.0	0.0	0.0	0.0	0.0	2.3219280948873617	0.0	5
11628	11975	12526	15576	AT3G50640	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	5
11805	12155	12717	15792	AT3G52700	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	5
11834	12184	12747	15828	AT3G53040	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5
11961	12314	12881	15981	AT3G54490	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	5
12052	12408	12978	16092	AT3G55540	2.3219280948873617	1.584962500721156	2.584962500721156	0.0	0.0	0.0	0.0	0.0	5
12168	12525	13099	16237	AT3G56920	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	5
12185	12542	13116	16254	AT3G57072	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	5
12225	12584	13159	16298	AT3G57500	1.0	0.0	1.584962500721156	0.0	1.0	0.0	0.0	0.0	5
12243	12602	13177	16318	AT3G57690	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5
12276	12636	13211	16356	AT3G58060	1.0	0.0	0.0	0.0	2.3219280948873617	0.0	0.0	1.0	5
12468	12833	13413	16610	AT3G60550	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5
12502	12869	13451	16655	AT3G60990	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	5
12583	12952	13537	16759	AT3G61910	1.0	0.0	2.0	0.0	2.3219280948873617	0.0	0.0	0.0	5
12585	12954	13539	16761	AT3G61930	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	5
12610	12979	13565	16790	AT3G62210	1.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	1.0	5
12623	12993	13579	16807	AT3G62380	1.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	5
12646	13016	13604	16833	AT3G62640	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	5
12810	13181	13783	17041	AT4G00890	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	0.0	1.584962500721156	5
12871	13245	13848	17117	AT4G01535	1.584962500721156	0.0	0.0	1.584962500721156	1.0	0.0	0.0	0.0	5
12911	13285	13890	17165	AT4G01925	1.0	2.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	5
12938	13312	13917	17193	AT4G02170	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	5
12939	13313	13918	17194	AT4G02180	0.0	1.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	5
12985	13361	13966	17252	AT4G02690	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.584962500721156	5
13039	13417	14026	17323	AT4G03292	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	5
13088	13470	14082	17403	AT4G04480	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	5
13094	13476	14089	17412	AT4G04605	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	5
13144	13526	14139	17473	AT4G05091	0.0	1.0	0.0	1.584962500721156	0.0	0.0	1.0	0.0	5
13167	13549	14163	17509	AT4G05470	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	5
13219	13602	14220	17615	AT4G08545	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	5
13224	13607	14225	17622	AT4G08593	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	5
13229	13612	14230	17635	AT4G08780	0.0	0.0	0.0	3.4594316186372973	1.0	0.0	0.0	2.807354922057604	5
13235	13618	14237	17647	AT4G08876	0.0	0.0	1.584962500721156	1.0	0.0	0.0	0.0	1.584962500721156	5
13255	13640	14259	17678	AT4G09170	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	5
13282	13668	14289	17730	AT4G09731	0.0	1.0	0.0	1.0	1.584962500721156	0.0	0.0	0.0	5
13332	13718	14341	17807	AT4G10440	1.584962500721156	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5
13406	13795	14419	17919	AT4G11480	1.0	1.584962500721156	0.0	0.0	2.3219280948873617	0.0	0.0	0.0	5
13417	13806	14430	17937	AT4G11650	0.0	0.0	0.0	3.3219280948873617	0.0	0.0	2.0	6.539158811108031	5
13425	13815	14440	17952	AT4G11780	0.0	0.0	2.807354922057604	0.0	1.0	2.3219280948873617	0.0	0.0	5
13474	13869	14496	18019	AT4G12440	1.584962500721156	0.0	2.584962500721156	0.0	0.0	1.584962500721156	0.0	0.0	5
13524	13920	14551	18096	AT4G13130	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5
13565	13965	14600	18154	AT4G13620	0.0	0.0	0.0	1.584962500721156	0.0	0.0	1.0	1.0	5
13569	13969	14604	18158	AT4G13660	1.584962500721156	0.0	0.0	5.672425341971495	0.0	0.0	0.0	5.554588851677637	5
13723	14126	14765	18353	AT4G15200	1.0	0.0	0.0	0.0	3.700439718141092	0.0	2.807354922057604	0.0	5
13836	14242	14890	18512	AT4G16460	1.584962500721156	0.0	0.0	1.0	1.584962500721156	0.0	0.0	0.0	5
14160	14574	15232	18929	AT4G20190	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	5
14199	14615	15276	19007	AT4G20920	1.584962500721156	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5
14201	14617	15278	19009	AT4G20935	0.0	0.0	1.584962500721156	1.0	0.0	0.0	1.584962500721156	0.0	5
14313	14730	15397	19160	AT4G22230	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5
14332	14749	15416	19187	AT4G22470	0.0	1.0	1.584962500721156	0.0	0.0	0.0	0.0	3.3219280948873617	5
14333	14750	15417	19190	AT4G22490	0.0	0.0	0.0	9.802516365121225	0.0	0.0	2.0	7.686500527183218	5
14407	14825	15495	19284	AT4G23340	0.0	1.584962500721156	1.0	0.0	0.0	1.584962500721156	0.0	0.0	5
14418	14836	15507	19303	AT4G23496	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	5
14424	14842	15515	19314	AT4G23590	0.0	1.0	0.0	0.0	2.0	1.584962500721156	0.0	0.0	5
14437	14855	15528	19327	AT4G23720	0.0	1.0	2.807354922057604	0.0	0.0	0.0	0.0	1.584962500721156	5
14480	14899	15575	19378	AT4G24180	0.0	1.0	0.0	0.0	1.584962500721156	1.0	0.0	0.0	5
14494	14913	15589	19395	AT4G24310	1.584962500721156	0.0	0.0	2.3219280948873617	0.0	0.0	0.0	1.584962500721156	5
14630	15054	15735	19560	AT4G25850	2.0	0.0	2.584962500721156	0.0	0.0	2.0	0.0	0.0	5
14667	15092	15775	19607	AT4G26290	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	5
14671	15096	15779	19615	AT4G26380	0.0	2.807354922057604	1.0	0.0	0.0	0.0	1.0	0.0	5
14705	15132	15817	19657	AT4G26730	0.0	0.0	0.0	1.0	1.584962500721156	0.0	0.0	2.0	5
14769	15197	15886	19738	AT4G27530	0.0	0.0	0.0	0.0	1.584962500721156	0.0	1.0	1.0	5
14796	15224	15914	19770	AT4G27790	0.0	0.0	1.0	0.0	1.584962500721156	1.0	0.0	0.0	5
14798	15226	15916	19772	AT4G27810	1.0	0.0	1.0	1.584962500721156	0.0	0.0	0.0	0.0	5
14890	15319	16018	19886	AT4G28811	1.0	1.584962500721156	0.0	0.0	0.0	0.0	1.584962500721156	0.0	5
14897	15326	16026	19895	AT4G28890	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5
14917	15347	16047	19925	AT4G29180	0.0	1.0	1.584962500721156	1.0	0.0	0.0	0.0	0.0	5
15009	15439	16144	20048	AT4G30300	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	5
15047	15479	16186	20093	AT4G30740	0.0	0.0	1.584962500721156	0.0	1.0	0.0	0.0	1.0	5
15112	15544	16252	20164	AT4G31370	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	5
15140	15574	16283	20202	AT4G31710	1.0	0.0	2.0	0.0	1.584962500721156	0.0	0.0	0.0	5
15182	15620	16331	20258	AT4G32208	0.0	0.0	1.0	0.0	1.0	1.584962500721156	0.0	0.0	5
15216	15655	16366	20300	AT4G32580	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5
15243	15683	16394	20330	AT4G32860	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	5
15313	15754	16467	20410	AT4G33610	3.0	0.0	0.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	5
15423	15866	16583	20542	AT4G34780	0.0	0.0	0.0	1.584962500721156	1.0	0.0	0.0	1.584962500721156	5
15433	15876	16593	20552	AT4G34881	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	5
15538	15986	16706	20686	AT4G36105	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5
15566	16015	16735	20717	AT4G36460	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	5
15640	16094	16816	20802	AT4G37235	0.0	2.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	5
15657	16111	16833	20822	AT4G37420	1.584962500721156	0.0	0.0	1.0	1.584962500721156	0.0	0.0	0.0	5
15687	16141	16863	20854	AT4G37710	0.0	0.0	0.0	1.0	1.584962500721156	0.0	1.584962500721156	0.0	5
15695	16149	16872	20864	AT4G37810	1.0	0.0	3.169925001442312	0.0	0.0	1.0	0.0	0.0	5
15698	16152	16875	20869	AT4G37860	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	5
15717	16171	16895	20893	AT4G38070	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	5
15748	16203	16927	20927	AT4G38390	0.0	0.0	0.0	4.169925001442312	0.0	0.0	1.0	3.9068905956085187	5
15837	16295	17022	21032	AT4G39403	0.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	1.584962500721156	5
15842	16300	17027	21037	AT4G39480	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	5
15858	16316	17044	21057	AT4G39675	0.0	2.0	0.0	3.169925001442312	0.0	0.0	0.0	4.700439718141092	5
15905	16363	17091	21111	AT4G40090	0.0	0.0	0.0	1.0	1.584962500721156	1.0	0.0	0.0	5
15941	16400	17132	21159	AT5G01420	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	5
15948	16407	17139	21167	AT5G01490	0.0	0.0	1.0	1.0	1.584962500721156	0.0	0.0	0.0	5
16040	16500	17232	21272	AT5G02510	1.0	1.0	0.0	0.0	2.3219280948873617	0.0	0.0	0.0	5
16159	16622	17355	21411	AT5G03790	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	5
16350	16816	17561	21663	AT5G06090	1.0	0.0	0.0	0.0	1.584962500721156	0.0	2.3219280948873617	0.0	5
16411	16878	17625	21732	AT5G06755	0.0	0.0	0.0	0.0	1.584962500721156	0.0	1.0	1.0	5
16446	16913	17660	21775	AT5G07165	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	5
16468	16939	17686	21809	AT5G07475	0.0	1.584962500721156	0.0	0.0	1.584962500721156	1.0	0.0	0.0	5
16602	17074	17824	21966	AT5G09320	1.584962500721156	0.0	1.584962500721156	0.0	1.0	0.0	0.0	0.0	5
16616	17088	17838	21983	AT5G09480	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5
16632	17107	17857	22006	AT5G09711	0.0	0.0	0.0	2.807354922057604	0.0	1.0	0.0	2.0	5
16651	17126	17878	22028	AT5G09910	2.0	0.0	0.0	0.0	1.0	1.584962500721156	0.0	0.0	5
16676	17151	17908	22061	AT5G10210	0.0	1.584962500721156	0.0	1.0	0.0	0.0	0.0	1.0	5
16682	17157	17914	22068	AT5G10280	1.0	1.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	5
16724	17201	17958	22115	AT5G10720	0.0	0.0	1.584962500721156	0.0	1.0	1.0	0.0	0.0	5
16741	17218	17975	22132	AT5G10890	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5
16752	17229	17986	22143	AT5G10990	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	5
16910	17389	18147	22329	AT5G13150	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5
16954	17433	18192	22376	AT5G13600	1.0	0.0	0.0	0.0	1.0	1.584962500721156	0.0	0.0	5
17000	17479	18242	22429	AT5G14110	0.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	1.584962500721156	5
17002	17481	18244	22431	AT5G14130	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.584962500721156	5
17005	17485	18249	22436	AT5G14180	0.0	0.0	0.0	8.92184093707449	1.0	0.0	0.0	8.689997971419446	5
17068	17550	18319	22509	AT5G14900	0.0	1.0	0.0	4.700439718141092	0.0	0.0	0.0	2.807354922057604	5
17095	17578	18348	22547	AT5G15250	1.584962500721156	0.0	0.0	2.584962500721156	0.0	0.0	0.0	1.0	5
17114	17597	18368	22570	AT5G15480	0.0	2.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	5
17161	17644	18416	22624	AT5G15940	0.0	3.0	0.0	1.584962500721156	0.0	0.0	1.0	0.0	5
17249	17733	18506	22723	AT5G16900	0.0	1.584962500721156	1.0	0.0	0.0	0.0	2.3219280948873617	0.0	5
17268	17752	18527	22751	AT5G17167	0.0	0.0	3.169925001442312	0.0	2.584962500721156	1.0	0.0	0.0	5
17283	17767	18542	22768	AT5G17320	0.0	0.0	0.0	1.584962500721156	0.0	1.0	0.0	1.0	5
17304	17790	18566	22798	AT5G17590	0.0	1.584962500721156	1.0	0.0	0.0	1.0	0.0	0.0	5
17346	17833	18611	22850	AT5G18090	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5
17425	17915	18700	22945	AT5G18937	0.0	0.0	2.0	0.0	1.0	1.584962500721156	0.0	0.0	5
17675	18176	18972	23256	AT5G22560	0.0	1.584962500721156	0.0	0.0	1.0	0.0	1.0	0.0	5
17786	18289	19089	23393	AT5G23830	0.0	0.0	1.584962500721156	0.0	1.0	1.0	0.0	0.0	5
17809	18312	19113	23427	AT5G24140	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	5
17815	18318	19119	23433	AT5G24180	0.0	0.0	1.0	1.0	1.584962500721156	0.0	0.0	0.0	5
17851	18354	19156	23480	AT5G24575	1.0	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	5
17884	18388	19191	23522	AT5G25000	1.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	1.0	5
17968	18477	19285	23647	AT5G26260	1.584962500721156	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5
18013	18522	19336	23716	AT5G27050	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	5
18048	18557	19373	23769	AT5G27570	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	5
18067	18577	19393	23792	AT5G27780	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	5
18143	18655	19478	23955	AT5G35110	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	5
18164	18678	19501	23986	AT5G35525	0.0	1.0	1.584962500721156	0.0	2.3219280948873617	0.0	0.0	0.0	5
18166	18680	19503	23989	AT5G35550	0.0	0.0	0.0	2.3219280948873617	0.0	1.0	0.0	1.0	5
18183	18697	19522	24017	AT5G35760	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	5
18187	18701	19528	24029	AT5G35920	0.0	1.584962500721156	0.0	0.0	1.0	1.0	0.0	0.0	5
18191	18705	19534	24036	AT5G35960	0.0	1.0	1.0	0.0	0.0	1.584962500721156	0.0	0.0	5
18197	18711	19540	24043	AT5G36100	0.0	1.584962500721156	0.0	1.0	0.0	1.0	0.0	0.0	5
18209	18724	19554	24103	AT5G36740	2.0	0.0	0.0	0.0	2.3219280948873617	0.0	2.0	0.0	5
18213	18728	19559	24114	AT5G36900	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	5
18225	18741	19572	24130	AT5G37050	0.0	0.0	1.584962500721156	0.0	1.0	1.0	0.0	0.0	5
18276	18796	19631	24224	AT5G37990	0.0	3.807354922057604	0.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	5
18296	18816	19652	24252	AT5G38260	1.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	1.0	5
18325	18846	19685	24305	AT5G38700	1.0	1.0	0.0	0.0	0.0	0.0	2.3219280948873617	0.0	5
18331	18853	19692	24312	AT5G38750	0.0	0.0	0.0	2.3219280948873617	0.0	1.0	1.0	0.0	5
18334	18857	19696	24319	AT5G38820	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5
18387	18916	19764	24417	AT5G39750	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	5
18405	18934	19786	24444	AT5G40000	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	5
18408	18937	19789	24447	AT5G40030	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5
18483	19015	19872	24549	AT5G40990	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.3219280948873617	5
18510	19043	19901	24583	AT5G41310	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	5
18526	19059	19917	24608	AT5G41540	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5
18623	19160	20023	24736	AT5G42700	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5
18646	19184	20047	24764	AT5G42930	1.0	1.584962500721156	0.0	0.0	0.0	0.0	1.584962500721156	0.0	5
18662	19200	20063	24789	AT5G43120	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5
18684	19222	20086	24823	AT5G43410	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5
18692	19230	20094	24831	AT5G43490	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	5
18696	19236	20100	24843	AT5G43580	0.0	0.0	1.0	3.169925001442312	0.0	0.0	0.0	5.169925001442311	5
18784	19328	20195	24954	AT5G44563	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5
18884	19433	20302	25082	AT5G45670	4.584962500721156	0.0	0.0	0.0	0.0	0.0	2.0	1.584962500721156	5
18916	19466	20336	25127	AT5G46085	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	5
18992	19543	20415	25224	AT5G46960	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	5
19059	19613	20487	25307	AT5G47740	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.584962500721156	5
19108	19663	20540	25375	AT5G48390	0.0	0.0	1.584962500721156	1.584962500721156	0.0	1.0	0.0	0.0	5
19227	19786	20665	25527	AT5G49770	0.0	1.0	1.584962500721156	0.0	1.0	0.0	0.0	0.0	5
19249	19808	20688	25553	AT5G50030	0.0	0.0	1.584962500721156	0.0	1.0	1.0	0.0	0.0	5
19250	19809	20689	25556	AT5G50060	1.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	5
19327	19888	20772	25676	AT5G51160	0.0	0.0	1.0	4.087462841250339	0.0	0.0	0.0	2.3219280948873617	5
19391	19954	20841	25761	AT5G51950	0.0	2.584962500721156	0.0	1.0	0.0	1.0	0.0	0.0	5
19497	20063	20954	25899	AT5G53230	1.0	0.0	0.0	0.0	0.0	1.0	1.584962500721156	0.0	5
19568	20138	21037	26013	AT5G54230	1.0	2.3219280948873617	0.0	0.0	0.0	0.0	0.0	2.807354922057604	5
19627	20198	21098	26088	AT5G54950	1.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	5
19662	20234	21136	26137	AT5G55410	1.584962500721156	1.584962500721156	2.0	0.0	0.0	0.0	0.0	0.0	5
19736	20312	21219	26234	AT5G56320	1.584962500721156	0.0	0.0	0.0	0.0	0.0	2.3219280948873617	1.584962500721156	5
19745	20321	21228	26255	AT5G56490	1.584962500721156	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5
19876	20457	21367	26414	AT5G57980	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5
19896	20477	21387	26435	AT5G58170	0.0	0.0	1.0	1.584962500721156	2.3219280948873617	0.0	0.0	0.0	5
19958	20540	21452	26509	AT5G58860	1.584962500721156	0.0	0.0	0.0	0.0	1.584962500721156	2.0	0.0	5
20039	20624	21537	26609	AT5G59845	1.584962500721156	1.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	5
20074	20659	21576	26656	AT5G60265	0.0	0.0	0.0	3.169925001442312	1.0	0.0	0.0	3.584962500721156	5
20092	20677	21595	26677	AT5G60480	0.0	0.0	0.0	1.584962500721156	0.0	1.0	0.0	2.0	5
20143	20729	21648	26745	AT5G61120	0.0	1.0	0.0	0.0	1.584962500721156	1.0	0.0	0.0	5
20179	20765	21685	26783	AT5G61490	2.0	0.0	2.3219280948873617	0.0	2.584962500721156	0.0	0.0	0.0	5
20234	20820	21742	26858	AT5G62210	2.3219280948873617	0.0	1.0	0.0	0.0	0.0	2.0	0.0	5
20237	20823	21745	26862	AT5G62250	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	5
20255	20841	21764	26885	AT5G62490	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	5
20257	20843	21766	26887	AT5G62510	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	5
20310	20896	21821	26951	AT5G63087	2.0	0.0	1.0	0.0	0.0	0.0	2.3219280948873617	0.0	5
20537	21134	22065	27208	AT5G65500	1.0	1.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	5
20538	21135	22066	27209	AT5G65510	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	1.0	5
20605	21203	22137	27282	AT5G66150	2.807354922057604	0.0	2.0	0.0	0.0	1.0	0.0	0.0	5
20623	21221	22155	27302	AT5G66340	0.0	0.0	0.0	0.0	1.584962500721156	0.0	1.0	1.0	5
20672	21272	22207	27359	AT5G66840	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	5
20683	21284	22220	27374	AT5G66985	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	5
20748	21350	22290	27447	ATCG00050	0.0	0.0	1.584962500721156	1.584962500721156	1.0	0.0	0.0	0.0	5
20807	21409	22349	27508	ATCG00860	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.584962500721156	5
20834	21438	22378	27549	ATMG00200	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	5
20853	21461	22405	27620	ATMG01030	0.0	1.0	1.584962500721156	0.0	0.0	1.0	0.0	0.0	5
