	Genes	Counts	log2_value
0	AT1G01010	193	7.592457037268081
1	AT1G01020	268	8.066089190457772
2	AT1G01030	23	4.523561956057013
3	AT1G01040	2297	11.165535141377925
4	AT1G01050	1852	10.854868383260236
5	AT1G01060	836	9.707359132080883
6	AT1G01070	81	6.339850002884624
7	AT1G01080	1928	10.912889336229961
8	AT1G01090	2802	11.452241240430817
9	AT1G01100	1061	10.051208940914766
10	AT1G01110	11	3.4594316186372973
11	AT1G01120	2586	11.336506559810255
12	AT1G01130	16	4.0
13	AT1G01140	3949	11.947271652460348
14	AT1G01150	1	0.0
15	AT1G01160	648	9.339850002884624
16	AT1G01170	1136	10.149747119504681
17	AT1G01180	537	9.068778277985412
18	AT1G01190	2	1.0
19	AT1G01200	1	0.0
20	AT1G01210	156	7.285402218862249
21	AT1G01220	1234	10.269126679149418
22	AT1G01225	17	4.087462841250339
23	AT1G01230	524	9.03342300153745
24	AT1G01240	316	8.303780748177102
25	AT1G01250	123	6.94251450533924
26	AT1G01260	361	8.49585502688717
27	AT1G01280	1	0.0
28	AT1G01290	305	8.252665432450248
29	AT1G01300	1527	10.576484346796851
30	AT1G01305	1	0.0
31	AT1G01310	1	0.0
32	AT1G01320	15257	13.8971836909609
33	AT1G01335	1	0.0
34	AT1G01340	1060	10.049848549450562
35	AT1G01350	401	8.64745842645492
36	AT1G01355	30	4.906890595608519
37	AT1G01360	642	9.326429487122303
38	AT1G01370	18	4.169925001442312
39	AT1G01380	9	3.169925001442312
40	AT1G01390	257	8.005624549193879
41	AT1G01400	1	0.0
42	AT1G01410	1	0.0
43	AT1G01420	488	8.930737337562887
44	AT1G01430	1035	10.015415052386688
45	AT1G01440	689	9.428360172704291
46	AT1G01450	305	8.252665432450248
47	AT1G01453	8	3.0
48	AT1G01460	1	0.0
49	AT1G01470	2409	11.23421867823847
50	AT1G01480	4	2.0
51	AT1G01490	1443	10.494855584491198
52	AT1G01500	283	8.144658242831882
53	AT1G01510	580	9.179909090014934
54	AT1G01520	29	4.857980995127572
55	AT1G01530	5	2.321928094887362
56	AT1G01540	1995	10.962173031109709
57	AT1G01550	5091	12.313733350263819
58	AT1G01560	257	8.005624549193879
59	AT1G01570	21	4.392317422778761
60	AT1G01580	29	4.857980995127572
61	AT1G01590	91	6.507794640198696
62	AT1G01600	10	3.321928094887362
63	AT1G01610	1212	10.243173983472952
64	AT1G01620	1085	10.083479327331842
65	AT1G01630	1326	10.372865060112588
66	AT1G01640	54	5.754887502163468
67	AT1G01650	1299	10.34318571544788
68	AT1G01660	39	5.285402218862249
69	AT1G01670	139	7.118941072723508
70	AT1G01680	413	8.689997971419446
71	AT1G01690	48	5.584962500721156
72	AT1G01695	11	3.4594316186372973
73	AT1G01700	84	6.392317422778761
74	AT1G01710	1003	9.970105890612182
75	AT1G01715	23	4.523561956057013
76	AT1G01720	389	8.603626344986193
77	AT1G01725	214	7.7414669864011465
78	AT1G01730	658	9.361943773735241
79	AT1G01740	234	7.870364719583405
80	AT1G01750	20	4.321928094887363
81	AT1G01760	68	6.087462841250339
82	AT1G01770	583	9.187352073200497
83	AT1G01780	232	7.857980995127572
84	AT1G01790	11294	13.46326891598129
85	AT1G01800	2156	11.074141462752506
86	AT1G01810	3	1.584962500721156
87	AT1G01820	1652	10.689997971419446
88	AT1G01830	847	9.726218159332198
89	AT1G01840	13	3.700439718141092
90	AT1G01860	381	8.573647187493322
91	AT1G01880	33	5.044394119358453
92	AT1G01900	10	3.321928094887362
93	AT1G01910	742	9.535275376620802
94	AT1G01920	283	8.144658242831882
95	AT1G01930	292	8.189824558880018
96	AT1G01940	147	7.199672344836364
97	AT1G01950	527	9.041659151637214
98	AT1G01960	2469	11.269711121142782
99	AT1G01970	951	9.893301530860564
100	AT1G01980	1	0.0
101	AT1G01990	609	9.250298417906333
102	AT1G02000	273	8.092757140919852
103	AT1G02010	398	8.63662462054365
104	AT1G02020	639	9.319672120946995
105	AT1G02030	2	1.0
106	AT1G02040	2	1.0
107	AT1G02050	127	6.9886846867721655
108	AT1G02060	114	6.832890014164741
109	AT1G02065	1	0.0
110	AT1G02067	1	0.0
111	AT1G02070	2	1.0
112	AT1G02080	4224	12.044394119358454
113	AT1G02090	409	8.67595703294175
114	AT1G02100	1003	9.970105890612182
115	AT1G02110	415	8.696967526234287
116	AT1G02120	2922	11.512740462803498
117	AT1G02130	748	9.546894459887637
118	AT1G02140	1146	10.162391328756906
119	AT1G02145	569	9.152284842306582
120	AT1G02150	1702	10.733015321685963
121	AT1G02160	230	7.845490050944375
122	AT1G02170	1141	10.156083076288681
123	AT1G02180	74	6.20945336562895
124	AT1G02190	1	0.0
125	AT1G02205	12	3.584962500721156
126	AT1G02210	1	0.0
127	AT1G02220	33	5.044394119358453
128	AT1G02230	9	3.169925001442312
129	AT1G02250	1	0.0
130	AT1G02260	769	9.586839787961827
131	AT1G02270	896	9.807354922057604
132	AT1G02280	619	9.273795599214264
133	AT1G02290	231	7.851749041416057
134	AT1G02300	952	9.894817763307943
135	AT1G02305	3118	11.606405212697785
136	AT1G02310	4	2.0
137	AT1G02320	1	0.0
138	AT1G02330	401	8.64745842645492
139	AT1G02335	11	3.4594316186372973
140	AT1G02340	4	2.0
141	AT1G02350	17	4.087462841250339
142	AT1G02360	122	6.930737337562887
143	AT1G02370	96	6.584962500721156
144	AT1G02380	21	4.392317422778761
145	AT1G02390	289	8.174925682500678
146	AT1G02400	117	6.870364719583405
147	AT1G02405	15	3.9068905956085187
148	AT1G02410	550	9.103287808412022
149	AT1G02420	86	6.426264754702098
150	AT1G02430	43	5.426264754702098
151	AT1G02440	4	2.0
152	AT1G02450	99	6.6293566200796095
153	AT1G02460	18	4.169925001442312
154	AT1G02470	50	5.643856189774724
155	AT1G02475	2636	11.364134655008051
156	AT1G02490	1	0.0
157	AT1G02500	6800	12.731319031025064
158	AT1G02510	1	0.0
159	AT1G02520	14	3.807354922057604
160	AT1G02530	1	0.0
161	AT1G02540	1	0.0
162	AT1G02550	1	0.0
163	AT1G02560	7964	12.959277505720502
164	AT1G02570	1	0.0
165	AT1G02575	1	0.0
166	AT1G02580	2	1.0
167	AT1G02590	1	0.0
168	AT1G02610	85	6.409390936137702
169	AT1G02620	2	1.0
170	AT1G02630	1	0.0
171	AT1G02640	17	4.087462841250339
172	AT1G02650	3	1.584962500721156
173	AT1G02660	171	7.417852514885898
174	AT1G02670	17	4.087462841250339
175	AT1G02680	168	7.392317422778761
176	AT1G02690	33	5.044394119358453
177	AT1G02700	7	2.807354922057604
178	AT1G02705	1	0.0
179	AT1G02710	1	0.0
180	AT1G02720	61	5.930737337562887
181	AT1G02730	49	5.614709844115208
182	AT1G02740	242	7.918863237274595
