	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Genes	SRR3383640	SRR3383821	SRR3383782	SRR6283145	SRR3383641	SRR3383783	SRR3383822	SRR6283144	zero-counter
1221	1248	1271	1301	1342	1523	AT1G15085	3.169925001442312	0.0	3.169925001442312	2.3219280948873617	2.807354922057604	3.169925001442312	0.0	0.0	3
1251	1279	1303	1335	1376	1559	AT1G15415	0.0	0.0	1.0	3.4594316186372973	3.169925001442312	1.584962500721156	0.0	3.584962500721156	3
1265	1293	1319	1351	1392	1579	AT1G15625	1.0	1.0	2.584962500721156	0.0	2.3219280948873617	1.584962500721156	0.0	0.0	3
1332	1363	1390	1424	1467	1663	AT1G16440	0.0	1.584962500721156	2.0	0.0	3.0	1.0	1.584962500721156	0.0	3
1437	1470	1498	1533	1579	1786	AT1G17615	1.584962500721156	1.0	2.3219280948873617	0.0	1.0	0.0	2.3219280948873617	0.0	3
1530	1565	1595	1633	1684	1908	AT1G18835	0.0	1.584962500721156	1.0	2.584962500721156	0.0	1.0	0.0	4.459431618637297	3
1533	1568	1598	1636	1687	1911	AT1G18860	1.584962500721156	1.0	0.0	1.0	1.584962500721156	0.0	1.0	0.0	3
1588	1624	1659	1699	1752	1984	AT1G19550	0.0	1.0	1.0	2.584962500721156	0.0	1.0	0.0	3.169925001442312	3
1610	1646	1681	1721	1774	2006	AT1G19780	1.0	0.0	1.584962500721156	0.0	1.0	1.0	0.0	1.0	3
1632	1668	1703	1745	1799	2035	AT1G20080	0.0	1.0	1.584962500721156	2.3219280948873617	0.0	2.584962500721156	0.0	1.0	3
1676	1713	1748	1790	1847	2094	AT1G20680	0.0	1.0	1.0	3.0	0.0	0.0	1.0	4.169925001442312	3
1785	1824	1859	1904	1967	2253	AT1G22110	1.0	1.584962500721156	0.0	2.584962500721156	1.0	0.0	0.0	1.584962500721156	3
1795	1834	1869	1915	1979	2266	AT1G22240	1.0	0.0	1.584962500721156	0.0	2.3219280948873617	0.0	1.0	1.0	3
1857	1899	1934	1980	2049	2339	AT1G22990	1.0	0.0	2.3219280948873617	2.3219280948873617	0.0	0.0	3.0	4.087462841250339	3
1886	1928	1964	2011	2082	2380	AT1G23350	1.0	1.0	1.0	0.0	0.0	2.3219280948873617	1.0	0.0	3
1924	1966	2003	2051	2127	2442	AT1G23995	0.0	1.0	1.0	2.3219280948873617	0.0	0.0	1.584962500721156	1.0	3
1948	1991	2029	2078	2155	2478	AT1G24270	0.0	2.0	2.0	2.0	1.584962500721156	1.0	0.0	0.0	3
1963	2007	2046	2095	2174	2499	AT1G24475	1.584962500721156	2.0	0.0	0.0	2.3219280948873617	2.3219280948873617	1.584962500721156	0.0	3
2000	2046	2086	2136	2221	2573	AT1G25460	1.584962500721156	1.584962500721156	1.584962500721156	0.0	1.0	0.0	1.0	0.0	3
2051	2097	2137	2189	2278	2639	AT1G26590	1.0	1.584962500721156	0.0	2.584962500721156	2.0	1.0	0.0	0.0	3
2065	2111	2151	2203	2293	2657	AT1G26760	2.0	1.584962500721156	3.0	0.0	2.0	0.0	1.0	0.0	3
2110	2157	2199	2253	2346	2728	AT1G27380	1.0	1.0	1.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	3
2177	2224	2269	2325	2421	2821	AT1G28265	0.0	1.584962500721156	1.584962500721156	2.0	2.584962500721156	0.0	0.0	2.807354922057604	3
2194	2241	2286	2343	2441	2848	AT1G28470	1.584962500721156	2.3219280948873617	2.3219280948873617	0.0	1.584962500721156	0.0	1.0	0.0	3
2308	2357	2404	2462	2566	2998	AT1G30135	1.0	3.584962500721156	3.4594316186372973	0.0	3.807354922057604	0.0	5.044394119358453	0.0	3
2325	2374	2421	2480	2584	3018	AT1G30370	2.0	2.584962500721156	2.584962500721156	0.0	2.807354922057604	0.0	2.0	0.0	3
2411	2462	2513	2575	2684	3157	AT1G31720	1.584962500721156	1.0	2.3219280948873617	0.0	1.0	1.0	0.0	0.0	3
2497	2550	2603	2667	2778	3276	AT1G32910	1.0	1.0	1.0	0.0	4.584962500721156	0.0	3.169925001442312	0.0	3
2556	2611	2664	2730	2844	3367	AT1G33950	3.9068905956085187	2.0	2.3219280948873617	0.0	3.807354922057604	0.0	2.807354922057604	0.0	3
2613	2672	2725	2791	2908	3483	AT1G35290	0.0	2.3219280948873617	1.584962500721156	0.0	2.807354922057604	1.0	1.584962500721156	0.0	3
2639	2698	2753	2821	2941	3540	AT1G36060	1.0	2.3219280948873617	2.584962500721156	9.111135670234708	0.0	0.0	0.0	9.614709844115207	3
2667	2726	2785	2853	2974	3612	AT1G42560	0.0	2.0	2.3219280948873617	0.0	0.0	1.0	1.0	1.0	3
2682	2741	2800	2870	2992	3649	AT1G43640	2.0	0.0	2.0	3.3219280948873617	0.0	0.0	1.0	3.807354922057604	3
2716	2777	2836	2906	3031	3712	AT1G44830	2.0	0.0	2.0	3.169925001442312	1.0	0.0	0.0	1.0	3
2828	2895	2955	3029	3162	3902	AT1G48405	0.0	1.0	1.0	0.0	0.0	1.584962500721156	1.584962500721156	1.0	3
2933	3005	3067	3144	3282	4054	AT1G49910	1.0	2.3219280948873617	3.169925001442312	0.0	0.0	2.3219280948873617	1.0	0.0	3
2934	3006	3068	3145	3283	4055	AT1G49920	0.0	1.0	2.3219280948873617	2.0	2.0	0.0	2.0	0.0	3
3110	3188	3257	3341	3484	4321	AT1G52560	0.0	1.584962500721156	2.584962500721156	0.0	1.0	3.4594316186372973	0.0	1.584962500721156	3
3198	3277	3347	3432	3577	4430	AT1G53540	0.0	2.584962500721156	1.0	1.0	1.584962500721156	0.0	3.4594316186372973	0.0	3
3256	3337	3409	3495	3649	4519	AT1G54280	0.0	0.0	1.0	1.584962500721156	1.584962500721156	1.0	0.0	1.0	3
3360	3444	3520	3614	3774	4675	AT1G55770	1.0	0.0	3.169925001442312	0.0	3.3219280948873617	2.807354922057604	1.0	0.0	3
3505	3593	3671	3772	3939	4894	AT1G59359	0.0	0.0	1.0	1.584962500721156	1.0	1.0	0.0	1.584962500721156	3
3586	3675	3756	3857	4030	5028	AT1G60830	0.0	2.807354922057604	1.0	1.0	2.0	0.0	1.0	0.0	3
3653	3745	3830	3934	4110	5133	AT1G61710	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	3
3686	3778	3863	3967	4144	5178	AT1G62190	2.3219280948873617	1.0	3.9068905956085187	0.0	1.0	2.807354922057604	0.0	0.0	3
3760	3853	3939	4044	4227	5278	AT1G63100	3.0	2.807354922057604	3.169925001442312	0.0	2.584962500721156	2.807354922057604	0.0	0.0	3
3798	3891	3979	4084	4270	5331	AT1G63580	0.0	4.247927513443585	3.9068905956085187	0.0	2.0	3.0	4.0	0.0	3
3900	3995	4085	4192	4386	5463	AT1G64820	1.0	1.0	1.0	0.0	2.584962500721156	0.0	0.0	1.584962500721156	3
3964	4061	4154	4261	4461	5562	AT1G65710	2.0	0.0	2.807354922057604	1.0	1.584962500721156	2.0	0.0	0.0	3
3983	4080	4174	4282	4483	5587	AT1G65970	0.0	2.0	2.3219280948873617	10.427312844134963	1.584962500721156	0.0	0.0	11.723660944409986	3
3987	4084	4179	4287	4488	5597	AT1G66060	0.0	0.0	1.0	2.0	2.0	0.0	1.584962500721156	3.700439718141092	3
3996	4093	4188	4296	4497	5609	AT1G66170	1.584962500721156	1.584962500721156	1.584962500721156	0.0	1.0	0.0	0.0	2.0	3
4008	4105	4200	4308	4510	5632	AT1G66370	1.0	1.584962500721156	1.0	0.0	1.0	0.0	1.0	0.0	3
4009	4106	4201	4309	4511	5633	AT1G66380	0.0	2.0	1.0	0.0	2.807354922057604	1.0	1.0	0.0	3
4014	4111	4206	4314	4517	5640	AT1G66450	1.0	1.0	1.584962500721156	0.0	0.0	1.584962500721156	1.0	0.0	3
4025	4122	4217	4326	4530	5656	AT1G66600	3.700439718141092	4.754887502163468	0.0	0.0	5.0	0.0	3.700439718141092	1.0	3
4031	4128	4223	4332	4537	5665	AT1G66690	1.0	2.3219280948873617	0.0	2.584962500721156	0.0	0.0	1.0	2.0	3
4041	4138	4233	4343	4550	5683	AT1G66870	2.584962500721156	3.3219280948873617	1.584962500721156	0.0	3.0	0.0	2.584962500721156	0.0	3
4068	4166	4263	4374	4581	5722	AT1G67260	0.0	2.807354922057604	2.3219280948873617	0.0	1.584962500721156	2.0	1.0	0.0	3
4110	4208	4306	4420	4630	5778	AT1G67780	1.0	1.0	1.0	0.0	2.3219280948873617	1.584962500721156	0.0	0.0	3
4154	4252	4352	4467	4680	5830	AT1G68240	1.0	1.0	2.584962500721156	0.0	0.0	2.807354922057604	1.584962500721156	0.0	3
4203	4302	4404	4519	4732	5892	AT1G68800	0.0	4.459431618637297	2.3219280948873617	0.0	0.0	1.584962500721156	2.0	2.0	3
4294	4394	4497	4615	4831	6010	AT1G69880	0.0	1.584962500721156	1.0	3.584962500721156	0.0	1.0	0.0	4.321928094887364	3
4310	4410	4514	4632	4848	6033	AT1G70130	1.0	1.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	1.0	3
4314	4414	4518	4636	4852	6037	AT1G70170	1.584962500721156	2.3219280948873617	1.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	3
4352	4453	4559	4677	4898	6088	AT1G70640	3.807354922057604	3.0	1.584962500721156	0.0	3.3219280948873617	0.0	1.584962500721156	0.0	3
4380	4481	4588	4706	4929	6127	AT1G71000	0.0	1.0	1.0	0.0	1.0	1.0	1.584962500721156	0.0	3
4406	4507	4614	4734	4959	6159	AT1G71300	1.0	1.584962500721156	1.0	0.0	2.0	0.0	1.0	0.0	3
4445	4547	4654	4775	5001	6209	AT1G71890	1.0	2.0	0.0	0.0	1.0	1.584962500721156	2.0	0.0	3
4448	4550	4657	4778	5004	6213	AT1G71930	1.0	2.0	1.584962500721156	0.0	0.0	1.584962500721156	2.0	0.0	3
4465	4567	4674	4796	5024	6233	AT1G72125	1.584962500721156	3.169925001442312	2.584962500721156	0.0	3.584962500721156	0.0	3.807354922057604	0.0	3
4467	4569	4676	4798	5026	6235	AT1G72140	0.0	2.584962500721156	1.0	0.0	2.584962500721156	1.0	1.584962500721156	0.0	3
4480	4582	4689	4811	5039	6249	AT1G72260	1.0	0.0	1.0	0.0	2.3219280948873617	1.0	2.3219280948873617	0.0	3
4557	4659	4767	4891	5123	6340	AT1G73140	0.0	1.584962500721156	2.0	0.0	1.584962500721156	2.0	1.0	0.0	3
4589	4691	4802	4926	5160	6385	AT1G73580	1.584962500721156	1.0	2.0	0.0	0.0	0.0	1.0	1.0	3
4632	4734	4846	4971	5205	6432	AT1G74000	1.0	0.0	2.3219280948873617	2.3219280948873617	2.0	0.0	0.0	2.0	3
4854	4961	5076	5212	5450	6700	AT1G76640	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	3
4883	4991	5106	5242	5480	6735	AT1G76954	1.0	1.0	2.0	0.0	1.584962500721156	1.0	0.0	0.0	3
4886	4994	5109	5245	5483	6738	AT1G76965	0.0	2.3219280948873617	0.0	0.0	2.0	1.0	2.3219280948873617	2.0	3
5007	5117	5232	5369	5614	6883	AT1G78390	1.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	3
5035	5145	5260	5399	5644	6918	AT1G78720	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	3
5181	5292	5408	5551	5799	7087	AT1G80340	1.584962500721156	0.0	4.087462841250339	1.584962500721156	1.584962500721156	1.584962500721156	0.0	0.0	3
5208	5319	5436	5580	5828	7121	AT1G80660	1.584962500721156	0.0	1.584962500721156	1.584962500721156	1.0	1.584962500721156	0.0	0.0	3
5271	5383	5501	5646	5898	7199	AT2G01430	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	3
5378	5492	5613	5763	6021	7367	AT2G03040	1.0	1.584962500721156	1.0	0.0	1.0	0.0	1.0	0.0	3
5383	5497	5618	5768	6026	7372	AT2G03110	1.584962500721156	1.0	0.0	0.0	1.0	0.0	1.0	1.0	3
5411	5525	5646	5800	6061	7415	AT2G03560	1.584962500721156	0.0	2.0	0.0	3.0	1.0	1.584962500721156	0.0	3
5424	5539	5660	5814	6077	7436	AT2G03770	1.0	2.0	0.0	1.0	2.807354922057604	0.0	0.0	1.584962500721156	3
5495	5610	5735	5891	6163	7562	AT2G05180	0.0	0.0	2.3219280948873617	2.3219280948873617	1.0	1.0	0.0	2.0	3
5502	5617	5742	5898	6171	7573	AT2G05330	2.0	1.0	2.0	0.0	1.584962500721156	0.0	1.0	0.0	3
5511	5626	5753	5910	6185	7597	AT2G05655	1.0	0.0	2.3219280948873617	1.0	2.807354922057604	2.0	0.0	0.0	3
5545	5661	5788	5947	6225	7676	AT2G07599	0.0	1.584962500721156	2.0	0.0	1.584962500721156	0.0	1.0	1.0	3
5550	5668	5798	5958	6240	7710	AT2G07669	1.584962500721156	0.0	1.0	1.584962500721156	1.0	0.0	0.0	1.584962500721156	3
5551	5669	5799	5959	6241	7714	AT2G07674	0.0	1.0	0.0	1.0	2.807354922057604	0.0	1.0	2.0	3
5556	5674	5807	5969	6252	7744	AT2G07727	0.0	0.0	1.0	1.584962500721156	1.584962500721156	1.0	0.0	1.0	3
5561	5680	5813	5976	6259	7763	AT2G07779	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.3219280948873617	3
5565	5687	5821	5986	6271	7801	AT2G10920	1.0	0.0	2.3219280948873617	0.0	2.3219280948873617	1.0	0.0	1.584962500721156	3
5597	5720	5854	6024	6314	7883	AT2G13555	0.0	1.0	1.584962500721156	2.584962500721156	2.0	0.0	1.0	0.0	3
5606	5729	5863	6033	6323	7896	AT2G13760	1.0	2.0	1.0	0.0	1.584962500721156	0.0	1.0	0.0	3
5618	5742	5876	6047	6338	7919	AT2G14100	0.0	1.584962500721156	2.0	1.584962500721156	1.0	0.0	0.0	2.584962500721156	3
5634	5760	5894	6066	6360	7954	AT2G14690	0.0	2.0	1.584962500721156	0.0	1.584962500721156	1.0	1.584962500721156	0.0	3
5664	5790	5924	6098	6392	8007	AT2G15318	0.0	0.0	1.584962500721156	2.0	1.0	0.0	1.584962500721156	2.0	3
5742	5870	6005	6182	6480	8149	AT2G17010	0.0	1.584962500721156	2.0	0.0	2.0	1.0	2.0	0.0	3
5837	5966	6103	6281	6580	8277	AT2G18190	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	3
5853	5982	6119	6297	6597	8295	AT2G18340	0.0	1.584962500721156	0.0	2.807354922057604	1.0	0.0	1.0	2.0	3
5860	5989	6126	6305	6607	8308	AT2G18480	0.0	1.0	1.0	2.584962500721156	0.0	1.0	0.0	2.3219280948873617	3
6103	6235	6382	6570	6881	8662	AT2G21780	0.0	2.0	0.0	1.0	1.584962500721156	1.584962500721156	0.0	1.584962500721156	3
6105	6237	6384	6572	6883	8664	AT2G21800	0.0	2.584962500721156	3.584962500721156	0.0	2.807354922057604	1.584962500721156	0.0	2.0	3
6162	6296	6445	6636	6951	8748	AT2G22630	0.0	2.807354922057604	2.3219280948873617	1.0	0.0	1.0	0.0	1.584962500721156	3
6178	6312	6462	6653	6968	8768	AT2G22820	2.584962500721156	0.0	3.584962500721156	0.0	2.584962500721156	2.584962500721156	1.0	0.0	3
6208	6342	6494	6687	7006	8820	AT2G23270	1.0	0.0	1.584962500721156	0.0	2.584962500721156	0.0	1.0	1.584962500721156	3
6244	6379	6532	6726	7046	8870	AT2G23830	2.3219280948873617	3.0	2.584962500721156	0.0	3.3219280948873617	0.0	2.0	0.0	3
6271	6406	6560	6754	7075	8907	AT2G24210	1.584962500721156	0.0	1.0	0.0	1.0	1.0	3.700439718141092	0.0	3
6281	6416	6571	6765	7086	8919	AT2G24310	1.0	0.0	3.0	0.0	1.584962500721156	1.0	0.0	2.0	3
6307	6443	6601	6798	7123	8967	AT2G24700	1.0	0.0	2.3219280948873617	0.0	1.584962500721156	2.0	0.0	1.584962500721156	3
6324	6460	6618	6816	7145	8994	AT2G25055	1.0	2.0	2.3219280948873617	0.0	0.0	0.0	1.0	1.0	3
6339	6475	6633	6832	7161	9017	AT2G25240	0.0	3.169925001442312	2.0	0.0	2.3219280948873617	1.0	1.584962500721156	0.0	3
6398	6536	6696	6897	7229	9096	AT2G25940	1.584962500721156	0.0	1.584962500721156	3.0	0.0	1.0	0.0	3.169925001442312	3
6413	6551	6711	6912	7245	9114	AT2G26130	1.0	1.0	1.0	0.0	1.584962500721156	1.0	0.0	0.0	3
6435	6573	6733	6934	7268	9141	AT2G26400	7.614709844115207	7.721099188707186	0.0	0.0	7.599912842187128	0.0	6.209453365628951	2.3219280948873617	3
6463	6601	6763	6966	7301	9178	AT2G26760	1.584962500721156	2.0	4.954196310386875	0.0	3.0	3.3219280948873617	0.0	0.0	3
6469	6607	6769	6972	7307	9184	AT2G26820	0.0	1.584962500721156	0.0	1.0	0.0	1.0	1.0	1.0	3
6611	6752	6917	7126	7468	9385	AT2G28690	2.3219280948873617	0.0	2.584962500721156	1.0	3.169925001442312	0.0	1.0	0.0	3
6649	6791	6959	7172	7515	9439	AT2G29263	0.0	1.0	1.0	1.584962500721156	1.0	0.0	0.0	1.0	3
6734	6878	7049	7265	7612	9564	AT2G30432	2.3219280948873617	1.584962500721156	2.0	0.0	1.0	2.0	0.0	0.0	3
6801	6947	7119	7339	7687	9653	AT2G31220	0.0	1.584962500721156	1.584962500721156	1.0	0.0	1.0	1.0	0.0	3
6868	7017	7191	7412	7765	9752	AT2G32130	1.584962500721156	2.807354922057604	2.584962500721156	0.0	3.4594316186372973	0.0	2.807354922057604	0.0	3
6883	7032	7206	7427	7780	9769	AT2G32280	3.0	1.0	1.0	0.0	3.0	1.584962500721156	0.0	0.0	3
6903	7052	7226	7448	7802	9796	AT2G32550	0.0	1.0	2.0	0.0	1.0	1.584962500721156	2.0	0.0	3
6924	7073	7247	7471	7825	9823	AT2G32790	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	3
6934	7083	7257	7481	7836	9837	AT2G32905	1.0	1.0	0.0	1.584962500721156	1.0	0.0	0.0	2.584962500721156	3
6963	7113	7287	7513	7868	9876	AT2G33260	1.0	0.0	1.584962500721156	1.0	1.0	0.0	1.0	0.0	3
7009	7160	7334	7561	7917	9934	AT2G33793	0.0	0.0	1.0	1.584962500721156	1.584962500721156	0.0	2.0	1.584962500721156	3
7035	7186	7363	7590	7946	9970	AT2G34185	2.0	1.0	2.3219280948873617	1.0	2.0	0.0	0.0	0.0	3
7038	7190	7367	7594	7950	9974	AT2G34210	1.584962500721156	1.0	1.0	0.0	2.0	1.584962500721156	0.0	0.0	3
7041	7193	7370	7597	7953	9978	AT2G34238	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.3219280948873617	3
7322	7484	7668	7903	8271	10342	AT2G37610	1.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	3
7340	7503	7688	7923	8291	10368	AT2G37870	1.584962500721156	2.807354922057604	1.584962500721156	0.0	2.3219280948873617	0.0	3.0	0.0	3
7341	7504	7689	7924	8292	10369	AT2G37880	1.584962500721156	1.0	1.584962500721156	0.0	0.0	1.584962500721156	1.0	0.0	3
7344	7507	7692	7927	8295	10372	AT2G37910	0.0	3.169925001442312	1.0	0.0	2.584962500721156	2.0	2.584962500721156	0.0	3
7346	7509	7694	7929	8297	10374	AT2G37925	1.0	1.0	1.0	0.0	0.0	1.584962500721156	1.0	0.0	3
7361	7524	7709	7944	8312	10389	AT2G38060	1.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	3
7365	7528	7713	7948	8316	10393	AT2G38100	1.0	0.0	0.0	1.0	2.3219280948873617	2.0	1.0	0.0	3
7562	7730	7916	8153	8527	10639	AT2G40370	2.3219280948873617	1.0	0.0	0.0	0.0	1.0	3.169925001442312	1.0	3
7676	7845	8033	8273	8652	10782	AT2G41610	2.584962500721156	1.584962500721156	1.0	0.0	0.0	1.584962500721156	0.0	1.0	3
7696	7866	8054	8294	8673	10803	AT2G41810	1.0	2.0	2.0	0.0	1.584962500721156	0.0	0.0	1.0	3
7718	7888	8077	8317	8697	10837	AT2G42110	2.3219280948873617	1.584962500721156	2.807354922057604	0.0	1.0	1.584962500721156	0.0	0.0	3
7748	7918	8107	8347	8730	10877	AT2G42480	2.3219280948873617	1.0	2.584962500721156	0.0	2.3219280948873617	0.0	1.584962500721156	0.0	3
7790	7961	8150	8392	8776	10927	AT2G42955	0.0	0.0	1.0	3.0	0.0	2.3219280948873617	1.584962500721156	2.3219280948873617	3
7794	7965	8154	8396	8780	10931	AT2G42990	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	3
7879	8051	8241	8486	8874	11039	AT2G44000	2.3219280948873617	0.0	3.169925001442312	0.0	1.0	2.0	0.0	2.0	3
7898	8070	8260	8508	8898	11066	AT2G44240	2.0	2.0	4.459431618637297	0.0	0.0	1.0	5.8826430493618425	0.0	3
7909	8081	8271	8519	8909	11080	AT2G44390	1.0	4.247927513443585	1.0	0.0	1.0	0.0	2.807354922057604	0.0	3
7910	8082	8272	8520	8910	11081	AT2G44400	2.0	4.954196310386875	2.584962500721156	0.0	3.0	0.0	2.3219280948873617	0.0	3
7922	8095	8285	8534	8925	11099	AT2G44570	1.584962500721156	0.0	1.0	3.700439718141092	0.0	0.0	1.0	2.3219280948873617	3
7968	8142	8333	8584	8976	11152	AT2G45080	2.0	2.584962500721156	1.584962500721156	0.0	2.3219280948873617	0.0	3.169925001442312	0.0	3
7971	8145	8336	8587	8979	11156	AT2G45130	2.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	3
7972	8146	8337	8588	8980	11157	AT2G45135	0.0	2.807354922057604	2.584962500721156	0.0	3.3219280948873617	1.0	2.3219280948873617	0.0	3
8002	8176	8368	8619	9011	11193	AT2G45480	0.0	1.0	2.0	0.0	2.3219280948873617	2.0	0.0	1.0	3
8035	8209	8401	8654	9046	11229	AT2G45840	1.584962500721156	0.0	1.0	2.0	1.0	0.0	0.0	2.3219280948873617	3
8090	8265	8459	8712	9104	11291	AT2G46455	0.0	0.0	1.0	2.0	1.584962500721156	0.0	1.0	1.0	3
8147	8323	8517	8773	9171	11369	AT2G47150	0.0	0.0	4.643856189774724	0.0	2.3219280948873617	3.9068905956085187	1.0	1.0	3
8177	8356	8552	8808	9207	11410	AT2G47550	0.0	1.0	3.4594316186372973	0.0	1.0	0.0	1.584962500721156	2.3219280948873617	3
8230	8409	8605	8862	9263	11468	AT2G48121	0.0	0.0	1.0	0.0	1.584962500721156	1.0	1.584962500721156	1.0	3
8231	8410	8606	8863	9264	11469	AT2G48130	1.584962500721156	0.0	0.0	0.0	1.0	1.0	1.0	1.584962500721156	3
8237	8416	8613	8872	9273	11480	AT3G01070	0.0	2.584962500721156	4.321928094887364	0.0	1.0	2.584962500721156	2.0	0.0	3
8247	8426	8623	8882	9283	11491	AT3G01175	0.0	2.0	0.0	1.0	1.0	0.0	1.0	3.3219280948873617	3
8252	8431	8628	8887	9289	11501	AT3G01260	1.584962500721156	0.0	2.0	1.0	0.0	2.3219280948873617	0.0	1.0	3
8333	8514	8713	8974	9380	11605	AT3G02100	1.0	0.0	2.3219280948873617	0.0	0.0	1.584962500721156	1.0	1.584962500721156	3
8369	8552	8751	9013	9421	11650	AT3G02500	1.0	1.0	1.584962500721156	0.0	1.0	2.0	0.0	0.0	3
8407	8590	8790	9053	9462	11694	AT3G02885	0.0	4.0	2.807354922057604	0.0	1.584962500721156	0.0	3.169925001442312	3.169925001442312	3
8484	8667	8872	9139	9552	11798	AT3G03830	0.0	2.0	3.584962500721156	0.0	0.0	1.0	1.0	1.0	3
8494	8677	8882	9150	9563	11809	AT3G03930	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	3
8597	8782	8989	9257	9675	11941	AT3G05140	2.0	1.0	2.0	1.0	0.0	0.0	0.0	3.169925001442312	3
8737	8922	9134	9405	9828	12120	AT3G06640	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	3
8770	8955	9169	9440	9864	12157	AT3G07000	1.584962500721156	2.3219280948873617	2.3219280948873617	0.0	3.4594316186372973	1.584962500721156	0.0	0.0	3
8804	8990	9206	9477	9902	12197	AT3G07380	1.584962500721156	0.0	0.0	2.3219280948873617	1.584962500721156	0.0	1.0	2.584962500721156	3
8817	9003	9219	9490	9917	12213	AT3G07522	1.584962500721156	0.0	0.0	2.584962500721156	2.0	2.584962500721156	0.0	2.584962500721156	3
8864	9051	9268	9539	9967	12270	AT3G08500	0.0	1.0	2.3219280948873617	0.0	1.584962500721156	1.0	1.0	0.0	3
8891	9078	9295	9566	9995	12300	AT3G08790	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	3
8936	9124	9342	9614	10044	12354	AT3G09280	1.584962500721156	1.0	2.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	3
8963	9151	9370	9642	10074	12387	AT3G09620	2.584962500721156	1.0	4.523561956057013	0.0	1.0	3.807354922057604	0.0	0.0	3
9013	9201	9420	9696	10132	12448	AT3G10185	4.247927513443585	0.0	3.0	0.0	2.807354922057604	2.0	1.0	0.0	3
9048	9236	9455	9732	10168	12492	AT3G10560	1.0	1.584962500721156	1.584962500721156	1.0	1.0	0.0	0.0	0.0	3
9052	9240	9459	9736	10175	12500	AT3G10605	1.0	1.0	2.584962500721156	0.0	0.0	1.0	1.0	0.0	3
9100	9288	9510	9788	10229	12561	AT3G11165	1.0	0.0	0.0	0.0	1.584962500721156	1.0	1.0	1.0	3
9127	9315	9539	9819	10261	12600	AT3G11520	3.3219280948873617	3.3219280948873617	3.807354922057604	0.0	2.584962500721156	1.584962500721156	0.0	0.0	3
9235	9426	9652	9934	10379	12732	AT3G12775	1.0	0.0	1.0	0.0	2.584962500721156	2.0	1.0	0.0	3
9241	9432	9658	9940	10385	12738	AT3G12833	1.0	0.0	1.584962500721156	0.0	2.0	1.584962500721156	1.0	0.0	3
9320	9512	9739	10025	10475	12838	AT3G13610	6.189824558880018	5.28540221886225	2.807354922057604	0.0	4.857980995127573	0.0	4.169925001442312	0.0	3
9339	9532	9760	10047	10497	12863	AT3G13784	0.0	0.0	1.0	0.0	1.584962500721156	1.0	1.0	1.0	3
9385	9578	9806	10093	10544	12916	AT3G14225	1.584962500721156	1.584962500721156	0.0	1.584962500721156	1.0	2.0	0.0	0.0	3
9475	9668	9900	10187	10640	13030	AT3G15280	1.0	2.584962500721156	2.807354922057604	0.0	1.0	0.0	1.584962500721156	0.0	3
9662	9857	10092	10383	10850	13280	AT3G17520	1.0	1.0	2.584962500721156	0.0	2.584962500721156	1.0	0.0	0.0	3
9734	9931	10167	10460	10931	13373	AT3G18330	1.0	0.0	1.584962500721156	1.0	1.0	0.0	1.0	0.0	3
9817	10014	10253	10550	11025	13483	AT3G19320	1.0	2.0	1.584962500721156	1.0	1.584962500721156	0.0	0.0	0.0	3
9956	10154	10396	10697	11183	13675	AT3G21090	0.0	2.0	1.0	2.3219280948873617	0.0	1.0	0.0	2.0	3
9978	10176	10418	10719	11205	13702	AT3G21310	2.3219280948873617	0.0	0.0	1.0	1.0	0.0	1.584962500721156	1.0	3
10001	10199	10442	10744	11231	13738	AT3G21620	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	3
10005	10203	10446	10748	11235	13742	AT3G21660	1.584962500721156	1.584962500721156	3.3219280948873617	0.0	0.0	3.700439718141092	1.584962500721156	0.0	3
10044	10242	10487	10792	11283	13815	AT3G22275	2.0	4.169925001442312	4.754887502163468	0.0	3.3219280948873617	0.0	4.857980995127573	0.0	3
10058	10256	10501	10806	11298	13835	AT3G22436	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	3
