	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Genes	SRR3383640	SRR3383821	SRR3383782	SRR6283145	SRR3383641	SRR3383783	SRR3383822	SRR6283144	zero-counter
4974	5089	5225	5463	6715	AT1G76770	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.584962500721156	4
5027	5142	5278	5518	6776	AT1G77340	1.0	0.0	0.0	1.0	0.0	1.584962500721156	0.0	1.0	4
5114	5229	5366	5610	6879	AT1G78340	1.584962500721156	2.5849625007211556	0.0	0.0	1.584962500721156	0.0	0.0	2.0	4
5206	5322	5463	5710	6989	AT1G79400	2.3219280948873617	2.3219280948873617	1.0	0.0	3.0	0.0	0.0	0.0	4
5365	5483	5627	5878	7176	AT2G01200	0.0	0.0	1.584962500721156	2.0	1.584962500721156	0.0	0.0	2.0	4
5448	5569	5718	5976	7295	AT2G02340	0.0	2.0	1.584962500721156	0.0	2.3219280948873617	0.0	1.584962500721156	0.0	4
5464	5585	5734	5992	7321	AT2G02580	1.0	1.584962500721156	1.0	0.0	1.0	0.0	0.0	0.0	4
5528	5649	5803	6064	7421	AT2G03600	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	4
5658	5785	5944	6222	7666	AT2G07240	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	4
5664	5791	5951	6231	7695	AT2G07642	1.0	0.0	0.0	1.0	1.584962500721156	0.0	0.0	2.0	4
5665	5793	5953	6234	7702	AT2G07655	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	4
5676	5809	5971	6254	7746	AT2G07732	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	4
5681	5814	5977	6260	7765	AT2G07787	0.0	1.0	0.0	1.0	1.584962500721156	0.0	0.0	2.0	4
5683	5817	5980	6264	7774	AT2G07827	1.584962500721156	0.0	0.0	2.3219280948873617	2.0	0.0	0.0	2.0	4
5684	5818	5981	6265	7776	AT2G07835	1.0	1.0	0.0	1.584962500721156	0.0	1.0	0.0	0.0	4
5692	5826	5991	6276	7809	AT2G10975	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.584962500721156	4
5741	5875	6046	6337	7918	AT2G14095	1.584962500721156	1.584962500721156	2.5849625007211556	0.0	0.0	1.0	0.0	0.0	4
5746	5880	6052	6343	7924	AT2G14210	0.0	0.0	1.0	2.3219280948873617	0.0	1.0	1.0	0.0	4
5747	5881	6053	6344	7925	AT2G14247	6.209453365628951	0.0	4.700439718141092	0.0	6.129283016944966	3.8073549220576037	0.0	0.0	4
5852	5987	6164	6461	8125	AT2G16760	1.584962500721156	2.0	2.0	0.0	4.0	0.0	0.0	0.0	4
5868	6003	6180	6478	8146	AT2G16980	0.0	1.0	1.0	0.0	0.0	0.0	1.584962500721156	1.0	4
5953	6090	6268	6567	8258	AT2G18010	1.0	0.0	2.5849625007211556	0.0	0.0	1.0	0.0	1.0	4
6004	6142	6322	6625	8331	AT2G18720	0.0	1.0	1.584962500721156	0.0	0.0	1.0	0.0	1.0	4
6088	6228	6412	6718	8459	AT2G19970	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.3219280948873617	4
6158	6300	6487	6796	8554	AT2G20800	0.0	0.0	0.0	2.3219280948873617	1.584962500721156	0.0	1.0	1.0	4
6270	6419	6607	6921	8714	AT2G22290	1.0	2.0	3.3219280948873617	0.0	1.0	0.0	0.0	0.0	4
6280	6429	6618	6932	8727	AT2G22426	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	4
6360	6513	6707	7027	8845	AT2G23540	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	4
6432	6588	6785	7107	8945	AT2G24560	0.0	1.0	0.0	1.0	2.5849625007211556	0.0	1.0	0.0	4
6485	6643	6842	7172	9030	AT2G25330	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.584962500721156	4
6522	6682	6883	7215	9080	AT2G25780	0.0	0.0	0.0	4.754887502163468	1.0	1.0	0.0	3.3219280948873617	4
6617	6779	6982	7317	9199	AT2G26960	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	4
6687	6852	7061	7400	9301	AT2G27930	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.584962500721156	4
6699	6864	7073	7412	9317	AT2G28085	0.0	0.0	1.584962500721156	0.0	2.0	1.0	1.0	0.0	4
6773	6941	7152	7495	9416	AT2G29040	0.0	0.0	1.0	1.0	1.0	1.584962500721156	0.0	0.0	4
6807	6976	7189	7534	9459	AT2G29470	1.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	3.169925001442312	4
6871	7041	7256	7603	9554	AT2G30370	0.0	1.584962500721156	1.584962500721156	0.0	1.584962500721156	1.584962500721156	0.0	0.0	4
6927	7099	7317	7665	9623	AT2G30985	1.584962500721156	0.0	1.0	0.0	0.0	1.584962500721156	0.0	1.0	4
6930	7102	7320	7668	9627	AT2G31018	0.0	1.584962500721156	0.0	1.584962500721156	2.3219280948873617	0.0	0.0	2.0	4
6958	7130	7350	7699	9666	AT2G31335	0.0	1.0	1.584962500721156	0.0	1.0	0.0	1.0	0.0	4
6975	7148	7368	7718	9694	AT2G31590	0.0	1.0	0.0	2.5849625007211556	2.0	0.0	0.0	1.584962500721156	4
6999	7173	7393	7745	9729	AT2G31940	2.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	4
7107	7281	7507	7862	9868	AT2G33205	0.0	0.0	2.5849625007211556	0.0	1.0	2.0	1.0	0.0	4
7136	7310	7536	7892	9902	AT2G33520	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4
7187	7364	7591	7947	9971	AT2G34186	1.584962500721156	2.3219280948873617	1.584962500721156	0.0	2.3219280948873617	0.0	0.0	0.0	4
7220	7397	7626	7985	10015	AT2G34555	1.0	0.0	0.0	2.0	0.0	0.0	1.584962500721156	1.0	4
7223	7400	7629	7988	10018	AT2G34580	1.0	1.0	2.5849625007211556	0.0	1.0	0.0	0.0	0.0	4
7239	7416	7646	8005	10036	AT2G34740	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.584962500721156	4
7276	7453	7685	8045	10083	AT2G35200	1.584962500721156	0.0	1.0	1.584962500721156	0.0	0.0	0.0	2.0	4
7290	7468	7700	8060	10103	AT2G35380	1.584962500721156	0.0	1.0	1.0	0.0	0.0	1.584962500721156	0.0	4
7322	7500	7732	8093	10140	AT2G35730	0.0	0.0	0.0	2.5849625007211556	1.0	1.0	0.0	2.807354922057604	4
7328	7506	7738	8099	10146	AT2G35765	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	4
7329	7507	7739	8100	10147	AT2G35770	1.584962500721156	1.0	1.0	0.0	0.0	0.0	1.584962500721156	0.0	4
7410	7590	7824	8189	10256	AT2G36815	0.0	0.0	1.0	0.0	1.0	0.0	1.584962500721156	1.0	4
7419	7599	7833	8198	10265	AT2G36890	0.0	1.0	0.0	0.0	0.0	2.5849625007211556	1.0	1.0	4
7500	7685	7920	8288	10365	AT2G37820	0.0	3.3219280948873617	0.0	0.0	1.584962500721156	0.0	1.0	1.0	4
7635	7821	8058	8430	10522	AT2G39370	0.0	2.807354922057604	1.0	0.0	1.0	1.0	0.0	0.0	4
7651	7837	8074	8446	10543	AT2G39530	1.584962500721156	0.0	1.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	4
7698	7884	8121	8494	10600	AT2G40050	1.0	0.0	1.584962500721156	0.0	1.0	0.0	0.0	1.0	4
7707	7893	8130	8503	10609	AT2G40113	1.584962500721156	0.0	0.0	1.0	1.0	0.0	0.0	4.247927513443585	4
7728	7914	8151	8525	10637	AT2G40350	2.3219280948873617	0.0	0.0	2.3219280948873617	3.700439718141092	0.0	0.0	2.0	4
7838	8025	8265	8644	10774	AT2G41515	0.0	0.0	2.5849625007211556	2.0	0.0	1.0	0.0	1.584962500721156	4
7853	8041	8281	8660	10790	AT2G41690	0.0	1.584962500721156	1.584962500721156	2.3219280948873617	0.0	0.0	0.0	1.0	4
7950	8139	8379	8763	10913	AT2G42840	3.169925001442312	0.0	2.3219280948873617	0.0	0.0	0.0	1.0	2.0	4
8021	8211	8453	8841	10997	AT2G43610	1.0	0.0	2.0	0.0	0.0	1.584962500721156	0.0	1.0	4
8087	8277	8525	8915	11086	AT2G44450	1.0	0.0	1.0	1.584962500721156	0.0	1.0	0.0	0.0	4
8119	8310	8559	8950	11125	AT2G44810	0.0	2.0	2.3219280948873617	0.0	3.584962500721156	0.0	4.700439718141092	0.0	4
8219	8411	8664	9056	11239	AT2G45940	0.0	1.584962500721156	0.0	0.0	2.807354922057604	2.0	1.0	0.0	4
8313	8507	8761	9158	11353	AT2G46990	1.0	0.0	1.0	2.3219280948873617	0.0	2.0	0.0	0.0	4
8332	8527	8783	9181	11379	AT2G47245	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	4
8335	8530	8786	9184	11382	AT2G47270	0.0	0.0	2.0	7.434628227636725	0.0	2.0	0.0	8.174925682500678	4
8341	8536	8792	9190	11390	AT2G47360	1.0	0.0	1.0	0.0	1.584962500721156	2.3219280948873617	0.0	0.0	4
8448	8646	8906	9309	11530	AT3G01420	0.0	0.0	1.584962500721156	2.0	1.0	0.0	0.0	3.584962500721156	4
8503	8702	8963	9369	11594	AT3G02000	1.0	0.0	1.0	0.0	2.3219280948873617	0.0	1.0	0.0	4
8531	8730	8992	9398	11626	AT3G02270	1.0	0.0	1.0	0.0	2.0	0.0	1.584962500721156	0.0	4
8535	8734	8996	9402	11630	AT3G02310	0.0	0.0	1.0	2.5849625007211556	1.0	0.0	0.0	1.0	4
8724	8930	9198	9613	11872	AT3G04530	2.0	0.0	2.807354922057604	0.0	3.169925001442312	2.0	0.0	0.0	4
8758	8965	9233	9651	11913	AT3G04900	1.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	4
8966	9181	9452	9876	12170	AT3G07120	1.584962500721156	0.0	0.0	1.584962500721156	1.584962500721156	1.584962500721156	0.0	0.0	4
9050	9267	9538	9966	12269	AT3G08490	1.0	1.584962500721156	3.0	0.0	0.0	1.0	0.0	0.0	4
9122	9340	9612	10042	12352	AT3G09260	0.0	2.3219280948873617	3.0	0.0	1.0	0.0	0.0	2.5849625007211556	4
9318	9542	9822	10264	12603	AT3G11550	0.0	0.0	1.0	6.2288186904958796	1.584962500721156	0.0	0.0	7.066089190457772	4
9377	9603	9884	10328	12673	AT3G12203	1.584962500721156	0.0	2.3219280948873617	0.0	2.5849625007211556	1.0	0.0	0.0	4
9402	9628	9910	10355	12706	AT3G12545	1.584962500721156	1.0	0.0	0.0	1.0	0.0	1.584962500721156	0.0	4
9493	9720	10006	10456	12818	AT3G13435	1.584962500721156	3.0	0.0	0.0	2.3219280948873617	0.0	2.3219280948873617	0.0	4
9514	9741	10027	10477	12841	AT3G13640	1.0	3.3219280948873617	1.0	0.0	0.0	0.0	3.3219280948873617	0.0	4
9679	9911	10198	10651	13041	AT3G15357	0.0	1.584962500721156	0.0	3.584962500721156	1.584962500721156	0.0	0.0	2.807354922057604	4
9708	9940	10228	10684	13077	AT3G15635	1.0	0.0	0.0	1.584962500721156	2.807354922057604	0.0	1.0	0.0	4
9866	10101	10393	10861	13296	AT3G17655	1.0	1.0	0.0	0.0	2.5849625007211556	1.0	0.0	0.0	4
9898	10134	10426	10895	13332	AT3G17980	0.0	0.0	1.584962500721156	1.584962500721156	1.0	0.0	1.0	0.0	4
10140	10382	10683	11169	13653	AT3G20865	1.584962500721156	0.0	2.0	0.0	0.0	1.584962500721156	1.0	0.0	4
10264	10509	10814	11306	13846	AT3G22540	0.0	1.584962500721156	2.5849625007211556	0.0	1.0	2.0	0.0	0.0	4
10504	10752	11068	11571	14211	AT3G25855	0.0	0.0	2.0	1.584962500721156	2.0	1.0	0.0	0.0	4
10547	10796	11112	11618	14267	AT3G26330	1.584962500721156	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4
10593	10842	11159	11665	14319	AT3G26770	0.0	0.0	2.0	3.584962500721156	0.0	1.0	0.0	3.169925001442312	4
10601	10852	11169	11675	14329	AT3G26855	1.584962500721156	1.0	0.0	0.0	2.0	0.0	0.0	1.0	4
10705	10959	11278	11787	14465	AT3G28060	1.0	0.0	3.3219280948873617	0.0	1.0	1.584962500721156	0.0	0.0	4
10728	10983	11304	11814	14508	AT3G28470	0.0	1.0	1.0	0.0	2.3219280948873617	0.0	2.3219280948873617	0.0	4
10822	11082	11410	11926	14704	AT3G30842	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.584962500721156	4
10851	11113	11442	11960	14804	AT3G43250	0.0	1.0	1.0	0.0	2.0	0.0	2.5849625007211556	0.0	4
10904	11168	11500	12023	14923	AT3G44570	0.0	0.0	0.0	3.8073549220576037	2.0	0.0	1.584962500721156	2.5849625007211556	4
10990	11256	11593	12123	15081	AT3G45960	0.0	2.5849625007211556	1.0	1.0	0.0	0.0	2.3219280948873617	0.0	4
11019	11287	11626	12159	15136	AT3G46500	0.0	2.5849625007211556	2.3219280948873617	1.0	0.0	0.0	1.0	0.0	4
11216	11487	11832	12375	15385	AT3G48840	2.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	4
11252	11525	11871	12416	15438	AT3G49330	3.169925001442312	2.0	3.3219280948873617	0.0	0.0	0.0	1.0	0.0	4
11306	11579	11925	12473	15507	AT3G49950	1.0	0.0	0.0	5.554588851677637	1.0	0.0	0.0	4.523561956057013	4
11320	11593	11939	12488	15526	AT3G50130	1.584962500721156	1.0	1.0	0.0	0.0	0.0	1.0	0.0	4
11410	11685	12032	12585	15645	AT3G51300	0.0	1.0	1.0	1.0	1.584962500721156	0.0	0.0	0.0	4
11497	11772	12120	12680	15749	AT3G52270	1.0	0.0	1.0	0.0	1.0	0.0	0.0	2.3219280948873617	4
11601	11878	12229	12793	15886	AT3G53550	0.0	0.0	1.584962500721156	3.584962500721156	1.584962500721156	0.0	0.0	2.0	4
11606	11883	12234	12798	15891	AT3G53600	0.0	2.3219280948873617	1.584962500721156	1.0	0.0	0.0	3.4594316186372973	0.0	4
11745	12023	12379	12949	16058	AT3G55230	0.0	4.0	2.0	0.0	0.0	1.584962500721156	2.3219280948873617	0.0	4
11787	12066	12423	12994	16116	AT3G55720	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.584962500721156	4
11830	12109	12466	13038	16168	AT3G56230	1.0	0.0	1.584962500721156	0.0	0.0	1.584962500721156	0.0	1.0	4
11854	12133	12490	13063	16198	AT3G56540	1.0	0.0	1.0	1.0	1.584962500721156	0.0	0.0	0.0	4
11893	12173	12530	13104	16242	AT3G56970	4.857980995127573	0.0	5.20945336562895	0.0	4.807354922057604	4.087462841250339	0.0	0.0	4
11894	12174	12531	13105	16243	AT3G56980	3.906890595608519	0.0	4.523561956057013	0.0	4.169925001442312	2.807354922057604	0.0	0.0	4
11897	12177	12534	13108	16246	AT3G57010	0.0	1.0	2.0	1.0	0.0	1.584962500721156	0.0	0.0	4
11907	12188	12545	13119	16257	AT3G57100	2.0	2.0	0.0	0.0	0.0	0.0	2.5849625007211556	1.0	4
11908	12189	12546	13120	16258	AT3G57110	0.0	1.584962500721156	0.0	0.0	1.0	1.0	0.0	1.584962500721156	4
11937	12218	12577	13152	16291	AT3G57440	1.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	1.584962500721156	4
11980	12263	12623	13198	16342	AT3G57920	1.0	1.0	2.3219280948873617	0.0	0.0	1.584962500721156	0.0	0.0	4
12019	12303	12663	13239	16405	AT3G58550	1.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	4
12092	12376	12737	13314	16499	AT3G59440	0.0	0.0	1.584962500721156	0.0	1.584962500721156	1.0	1.0	0.0	4
12115	12399	12762	13340	16528	AT3G59740	1.0	1.0	0.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	4
12141	12425	12789	13367	16560	AT3G60060	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.584962500721156	4
12207	12492	12859	13440	16644	AT3G60900	1.584962500721156	1.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	4
12215	12500	12867	13449	16653	AT3G60975	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.3219280948873617	4
12415	12706	13077	13670	16907	AT3G63320	1.584962500721156	1.0	0.0	0.0	1.0	0.0	1.0	0.0	4
12548	12840	13211	13813	17075	AT4G01140	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.584962500721156	4
12563	12855	13228	13831	17097	AT4G01350	1.0	0.0	0.0	3.0	0.0	1.0	0.0	3.906890595608519	4
12600	12893	13267	13872	17146	AT4G01780	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	4
12689	12986	13362	13967	17253	AT4G02700	0.0	0.0	1.584962500721156	4.169925001442312	0.0	0.0	1.0	4.0	4
12745	13043	13421	14030	17331	AT4G03380	1.0	0.0	0.0	3.700439718141092	0.0	0.0	1.0	2.5849625007211556	4
12763	13061	13441	14051	17356	AT4G03580	0.0	1.584962500721156	1.0	1.0	0.0	0.0	0.0	1.0	4
12785	13083	13465	14077	17398	AT4G04415	0.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	4
12786	13084	13466	14078	17399	AT4G04423	0.0	0.0	2.0	2.3219280948873617	0.0	1.0	0.0	1.0	4
12850	13151	13533	14146	17483	AT4G05170	1.584962500721156	3.700439718141092	0.0	0.0	0.0	0.0	4.169925001442312	1.584962500721156	4
12866	13168	13550	14164	17510	AT4G05475	0.0	1.0	1.584962500721156	1.0	0.0	1.0	0.0	0.0	4
12924	13228	13611	14229	17634	AT4G08770	0.0	0.0	2.0	6.807354922057604	0.0	1.0	0.0	6.507794640198697	4
12945	13251	13636	14255	17673	AT4G09130	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	4
13009	13317	13703	14326	17788	AT4G10265	0.0	2.3219280948873617	2.3219280948873617	2.0	2.3219280948873617	0.0	0.0	0.0	4
13056	13365	13751	14375	17862	AT4G10950	1.584962500721156	1.0	0.0	0.0	1.584962500721156	1.0	0.0	0.0	4
13077	13386	13773	14397	17890	AT4G11230	0.0	0.0	1.0	2.0	1.584962500721156	0.0	0.0	1.584962500721156	4
13155	13467	13862	14488	18009	AT4G12350	0.0	0.0	1.0	0.0	1.584962500721156	1.584962500721156	0.0	1.0	4
13235	13549	13949	14584	18136	AT4G13480	1.0	2.0	1.0	0.0	0.0	1.584962500721156	0.0	0.0	4
13352	13668	14069	14706	18281	AT4G14650	1.584962500721156	1.584962500721156	2.0	0.0	0.0	1.584962500721156	0.0	0.0	4
13404	13720	14123	14762	18350	AT4G15160	0.0	0.0	0.0	4.169925001442312	0.0	1.0	1.0	1.584962500721156	4
13417	13734	14137	14778	18375	AT4G15380	2.807354922057604	0.0	1.0	2.3219280948873617	0.0	0.0	0.0	1.0	4
13448	13765	14168	14811	18413	AT4G15710	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	4
13478	13795	14200	14845	18453	AT4G16015	1.0	0.0	2.3219280948873617	0.0	0.0	1.584962500721156	0.0	1.584962500721156	4
13547	13865	14271	14919	18546	AT4G16730	0.0	2.5849625007211556	2.0	0.0	3.8073549220576037	0.0	3.700439718141092	0.0	4
13548	13866	14272	14920	18547	AT4G16740	2.5849625007211556	2.5849625007211556	0.0	0.0	4.6438561897747235	0.0	4.906890595608519	0.0	4
13592	13910	14316	14964	18596	AT4G17160	1.584962500721156	0.0	0.0	0.0	1.0	1.0	2.0	0.0	4
13605	13923	14329	14977	18611	AT4G17280	2.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	1.584962500721156	0.0	4
13665	13983	14389	15041	18687	AT4G17980	1.0	0.0	1.584962500721156	0.0	0.0	1.0	0.0	1.0	4
13682	14000	14406	15058	18709	AT4G18203	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	4
13703	14021	14428	15081	18735	AT4G18395	0.0	1.584962500721156	1.0	0.0	1.584962500721156	0.0	0.0	1.0	4
13715	14033	14441	15094	18749	AT4G18510	0.0	0.0	3.3219280948873617	1.0	2.3219280948873617	2.0	0.0	0.0	4
13801	14119	14532	15187	18866	AT4G19590	2.5849625007211556	0.0	2.5849625007211556	0.0	2.3219280948873617	0.0	1.0	0.0	4
13864	14183	14598	15258	18959	AT4G20470	0.0	1.584962500721156	1.584962500721156	0.0	2.5849625007211556	2.0	0.0	0.0	4
13882	14203	14619	15280	19012	AT4G20953	1.0	0.0	1.0	1.0	1.584962500721156	0.0	0.0	0.0	4
13951	14272	14689	15353	19101	AT4G21745	0.0	2.0	2.3219280948873617	0.0	1.0	1.0	0.0	0.0	4
13982	14303	14720	15386	19138	AT4G22070	0.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	4
14020	14344	14761	15429	19213	AT4G22680	0.0	1.0	1.584962500721156	0.0	0.0	1.0	0.0	1.0	4
14141	14469	14888	15564	19367	AT4G24080	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.584962500721156	4
14260	14590	15011	15691	19514	AT4G25433	0.0	2.5849625007211556	2.3219280948873617	0.0	2.3219280948873617	1.0	0.0	0.0	4
14273	14603	15024	15704	19528	AT4G25560	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	4
14292	14622	15043	15724	19548	AT4G25750	1.584962500721156	0.0	0.0	3.8073549220576037	0.0	1.0	0.0	3.3219280948873617	4
14305	14636	15060	15741	19567	AT4G25920	0.0	1.0	1.584962500721156	0.0	1.584962500721156	1.0	0.0	0.0	4
14345	14678	15105	15790	19626	AT4G26466	1.0	0.0	0.0	2.807354922057604	1.584962500721156	0.0	0.0	1.0	4
14419	14753	15181	15869	19719	AT4G27360	0.0	1.584962500721156	8.060695931687555	0.0	1.584962500721156	6.754887502163467	0.0	0.0	4
14438	14773	15201	15891	19746	AT4G27590	1.584962500721156	0.0	0.0	2.807354922057604	1.584962500721156	0.0	0.0	1.584962500721156	4
14482	14819	15247	15939	19797	AT4G28040	0.0	1.584962500721156	0.0	8.455327220304559	1.0	0.0	0.0	10.683871868622603	4
14583	14923	15353	16054	19932	AT4G29250	0.0	2.0	1.584962500721156	0.0	1.584962500721156	1.0	0.0	0.0	4
14585	14925	15355	16056	19934	AT4G29270	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	4
14610	14950	15380	16084	19975	AT4G29650	1.0	1.584962500721156	1.584962500721156	0.0	1.0	0.0	0.0	0.0	4
14735	15077	15509	16217	20126	AT4G31020	1.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	1.0	4
14759	15101	15533	16241	20152	AT4G31280	0.0	0.0	1.0	5.8826430493618425	1.0	0.0	0.0	5.20945336562895	4
