	Genes	Counts	log2_value
0	AT1G01010	92	6.523561956057013
1	AT1G01020	109	6.768184324776926
2	AT1G01030	14	3.807354922057604
3	AT1G01040	1028	10.005624549193879
4	AT1G01050	851	9.733015321685963
5	AT1G01060	289	8.174925682500678
6	AT1G01070	43	5.426264754702098
7	AT1G01080	976	9.930737337562887
8	AT1G01090	1282	10.324180546618742
9	AT1G01100	484	8.918863237274595
10	AT1G01110	11	3.4594316186372973
11	AT1G01120	1801	10.814582465906277
12	AT1G01130	13	3.700439718141092
13	AT1G01140	1732	10.758223214726724
14	AT1G01150	1	0.0
15	AT1G01160	236	7.882643049361842
16	AT1G01170	503	8.974414589805527
17	AT1G01180	232	7.857980995127572
18	AT1G01190	5	2.321928094887362
19	AT1G01200	10	3.321928094887362
20	AT1G01210	61	5.930737337562887
21	AT1G01220	597	9.221587121264806
22	AT1G01225	18	4.169925001442312
23	AT1G01230	247	7.948367231584678
24	AT1G01240	167	7.383704292474052
25	AT1G01250	68	6.087462841250339
26	AT1G01260	136	7.087462841250339
27	AT1G01280	1	0.0
28	AT1G01290	129	7.011227255423254
29	AT1G01300	765	9.579315937580015
30	AT1G01305	1	0.0
31	AT1G01310	1	0.0
32	AT1G01320	7393	12.851944197999499
33	AT1G01335	1	0.0
34	AT1G01340	422	8.721099188707186
35	AT1G01350	180	7.491853096329675
36	AT1G01355	6	2.584962500721156
37	AT1G01360	302	8.238404739325079
38	AT1G01370	12	3.584962500721156
39	AT1G01380	8	3.0
40	AT1G01390	131	7.03342300153745
41	AT1G01400	1	0.0
42	AT1G01410	1	0.0
43	AT1G01420	221	7.787902559391432
44	AT1G01430	543	9.084808387804362
45	AT1G01440	321	8.326429487122303
46	AT1G01450	137	7.098032082960526
47	AT1G01453	2	1.0
48	AT1G01460	1	0.0
49	AT1G01470	1149	10.166163082646113
50	AT1G01480	2	1.0
51	AT1G01490	522	9.027905996569885
52	AT1G01500	108	6.754887502163468
53	AT1G01510	257	8.005624549193879
54	AT1G01520	14	3.807354922057604
55	AT1G01530	5	2.321928094887362
56	AT1G01540	1033	10.01262453886506
57	AT1G01550	2212	11.111135670234708
58	AT1G01560	161	7.330916878114617
59	AT1G01570	15	3.9068905956085187
60	AT1G01580	18	4.169925001442312
